transaction_id,transaction_date,merchant,payment_gateway,payment_method,amount,status,failure_reason,gateway_fee,settlement_amount,settlement_date,reconciliation_status
914,2026-03-18,TravelNow,Stripe,UPI,9331.54,SUCCESS,,58.63,9272.91,2026-03-18,RECONCILED
915,2026-02-10,MediPlus,Cashfree,UPI,13362.25,SUCCESS,,251.03,13111.22,2026-02-11,RECONCILED
916,2026-03-22,MediPlus,Razorpay,UPI,6534.4,SUCCESS,,61.58,6472.82,2026-03-23,RECONCILED
917,2026-02-22,MediPlus,Razorpay,Wallet,3573.37,SUCCESS,,38.45,3534.92,2026-02-23,RECONCILED
918,2026-01-13,QuickMart,Razorpay,Wallet,5160.29,FAILED,Limit exceeded,65.84,0,,NOT_APPLICABLE
919,2026-01-14,StyleKart,Razorpay,Card,1630.08,SUCCESS,,30.26,1599.82,2026-01-14,RECONCILED
920,2026-02-15,StyleKart,Stripe,Card,6373.0,SUCCESS,,55.11,6317.89,2026-02-15,RECONCILED
921,2026-03-16,QuickMart,PayU,NetBanking,6594.14,PENDING,Limit exceeded,90.7,0,,NOT_APPLICABLE
922,2026-01-19,QuickMart,PayU,NetBanking,7095.9,SUCCESS,,138.75,6957.15,2026-01-21,RECONCILED
923,2026-01-08,QuickMart,Razorpay,Wallet,3637.07,SUCCESS,,36.94,3600.13,2026-01-08,RECONCILED
924,2026-01-09,MediPlus,Stripe,NetBanking,5189.12,SUCCESS,,92.26,5096.86,2026-01-11,RECONCILED
925,2026-02-08,QuickMart,Stripe,UPI,6338.56,SUCCESS,,78.85,6259.71,2026-02-08,RECONCILED
926,2026-03-01,FoodHub,PayU,Wallet,9396.41,SUCCESS,,75.92,9320.49,2026-03-01,RECONCILED
927,2026-02-16,StyleKart,Razorpay,Card,247.39,SUCCESS,,2.32,245.07,2026-02-16,RECONCILED
928,2026-01-06,StyleKart,PayU,Card,14632.11,SUCCESS,,121.21,14510.9,2026-01-07,RECONCILED
929,2026-03-12,QuickMart,Cashfree,NetBanking,3764.87,SUCCESS,,70.25,3694.62,2026-03-12,RECONCILED
930,2026-02-18,StyleKart,PayU,Card,9857.55,FAILED,Bank timeout,94.4,0,,NOT_APPLICABLE
931,2026-02-17,QuickMart,Stripe,UPI,9947.54,FAILED,Bank timeout,67.42,0,,NOT_APPLICABLE
932,2026-01-25,MediPlus,PayU,Wallet,8035.07,SUCCESS,,157.93,7877.14,2026-01-25,RECONCILED
933,2026-03-17,QuickMart,Cashfree,NetBanking,2917.62,SUCCESS,,25.41,2892.21,2026-03-19,RECONCILED
934,2026-03-07,FoodHub,Cashfree,UPI,14528.93,FAILED,Limit exceeded,243.65,0,,NOT_APPLICABLE
935,2026-01-22,StyleKart,PayU,Wallet,7678.35,SUCCESS,,98.16,7580.19,2026-01-22,RECONCILED
936,2026-03-09,MediPlus,Stripe,Wallet,10448.19,SUCCESS,,94.3,10353.89,2026-03-10,RECONCILED
937,2026-03-25,TravelNow,Cashfree,Wallet,645.41,SUCCESS,,11.58,633.83,2026-03-26,RECONCILED
938,2026-02-18,FoodHub,PayU,NetBanking,8613.42,FAILED,Bank timeout,114.2,0,,NOT_APPLICABLE
939,2026-02-07,TravelNow,Razorpay,Wallet,6723.13,SUCCESS,,85.28,6637.85,2026-02-08,RECONCILED
940,2026-02-25,StyleKart,PayU,NetBanking,6193.4,SUCCESS,,66.49,6126.91,2026-02-25,RECONCILED
941,2026-03-24,FoodHub,PayU,UPI,1230.74,FAILED,Bank timeout,20.66,0,,NOT_APPLICABLE
942,2026-01-16,StyleKart,Cashfree,NetBanking,1163.1,SUCCESS,,9.25,1153.85,2026-01-17,RECONCILED
943,2026-01-25,StyleKart,PayU,UPI,10614.08,PENDING,Invalid credentials,175.68,0,,NOT_APPLICABLE
944,2026-02-21,TravelNow,Razorpay,Wallet,14192.64,FAILED,Bank timeout,210.21,0,,NOT_APPLICABLE
945,2026-01-30,TravelNow,Stripe,Card,3481.2,SUCCESS,,44.34,3436.86,2026-02-01,RECONCILED
946,2026-02-13,TravelNow,Cashfree,Wallet,11899.53,SUCCESS,,196.96,11702.57,2026-02-15,RECONCILED
947,2026-02-27,StyleKart,Cashfree,Card,12808.87,SUCCESS,,122.75,12686.12,2026-03-01,UNRECONCILED
948,2026-02-13,FoodHub,Stripe,NetBanking,3459.81,SUCCESS,,34.22,3425.59,2026-02-13,RECONCILED
949,2026-01-18,TravelNow,PayU,Wallet,2390.0,PENDING,Bank timeout,47.09,0,,NOT_APPLICABLE
950,2026-01-09,StyleKart,Razorpay,NetBanking,8063.91,SUCCESS,,109.21,7954.7,2026-01-10,RECONCILED
951,2026-01-12,QuickMart,Cashfree,UPI,2654.21,SUCCESS,,46.18,2608.03,2026-01-14,RECONCILED
952,2026-01-26,FoodHub,PayU,Card,1135.42,PENDING,Limit exceeded,9.65,0,,NOT_APPLICABLE
953,2026-02-28,FoodHub,Cashfree,NetBanking,956.05,SUCCESS,,17.11,938.94,2026-03-01,RECONCILED
954,2026-01-17,QuickMart,Razorpay,Wallet,8093.15,SUCCESS,,156.41,7936.74,2026-01-17,RECONCILED
955,2026-02-09,MediPlus,Stripe,Card,6539.79,SUCCESS,,91.92,6447.87,2026-02-10,RECONCILED
956,2026-03-29,QuickMart,Cashfree,Wallet,6938.45,SUCCESS,,41.35,6897.1,2026-03-30,RECONCILED
957,2026-03-09,StyleKart,Stripe,Wallet,5000.48,SUCCESS,,59.71,4940.77,2026-03-09,RECONCILED
958,2026-03-24,QuickMart,PayU,Wallet,13226.81,SUCCESS,,187.76,13039.05,2026-03-24,RECONCILED
959,2026-03-21,QuickMart,Cashfree,UPI,11025.33,SUCCESS,,120.21,10905.12,2026-03-21,RECONCILED
960,2026-02-05,MediPlus,Razorpay,Card,13250.08,SUCCESS,,246.86,13003.22,2026-02-06,RECONCILED
961,2026-01-16,MediPlus,Razorpay,NetBanking,14930.21,SUCCESS,,166.49,14763.72,2026-01-16,RECONCILED
962,2026-01-06,TravelNow,Stripe,Wallet,6986.3,SUCCESS,,70.94,6915.36,2026-01-07,RECONCILED
963,2026-01-05,FoodHub,Cashfree,NetBanking,259.99,SUCCESS,,3.91,256.08,2026-01-06,RECONCILED
964,2026-01-11,QuickMart,Stripe,Card,8271.59,SUCCESS,,99.77,8171.82,2026-01-12,RECONCILED
965,2026-01-03,StyleKart,Razorpay,Wallet,9144.13,SUCCESS,,68.83,9075.3,2026-01-05,RECONCILED
966,2026-01-20,MediPlus,Razorpay,Card,6665.8,SUCCESS,,77.53,6588.27,2026-01-20,RECONCILED
967,2026-03-24,FoodHub,Razorpay,Wallet,9971.85,SUCCESS,,153.12,9818.73,2026-03-25,RECONCILED
968,2026-01-07,TravelNow,Cashfree,NetBanking,11608.9,SUCCESS,,216.29,11392.61,2026-01-07,RECONCILED
969,2026-01-04,QuickMart,Cashfree,UPI,14840.43,SUCCESS,,123.3,14717.13,2026-01-04,RECONCILED
970,2026-01-22,MediPlus,PayU,NetBanking,755.79,SUCCESS,,10.15,745.64,2026-01-22,RECONCILED
971,2026-02-20,StyleKart,Cashfree,UPI,14089.96,SUCCESS,,145.81,13944.15,2026-02-20,UNRECONCILED
972,2026-01-02,QuickMart,Razorpay,NetBanking,5898.88,SUCCESS,,87.0,5811.88,2026-01-03,RECONCILED
973,2026-02-22,TravelNow,Razorpay,Card,4592.86,SUCCESS,,40.32,4552.54,2026-02-22,RECONCILED
974,2026-03-28,TravelNow,Cashfree,NetBanking,13875.85,SUCCESS,,105.87,13769.98,2026-03-30,RECONCILED
975,2026-01-09,MediPlus,Stripe,Wallet,5093.07,SUCCESS,,64.51,5028.56,2026-01-11,RECONCILED
976,2026-01-02,MediPlus,Razorpay,NetBanking,3565.83,SUCCESS,,30.47,3535.36,2026-01-03,RECONCILED
977,2026-01-11,QuickMart,PayU,Card,992.85,SUCCESS,,7.22,985.63,2026-01-11,RECONCILED
978,2026-03-18,FoodHub,PayU,Card,14829.42,SUCCESS,,136.01,14693.41,2026-03-20,RECONCILED
979,2026-03-08,QuickMart,PayU,UPI,11897.52,SUCCESS,,100.36,11797.16,2026-03-10,RECONCILED
980,2026-01-27,MediPlus,Cashfree,Card,8135.75,FAILED,Technical error,114.88,0,,NOT_APPLICABLE
981,2026-02-11,QuickMart,Razorpay,Wallet,2834.83,SUCCESS,,17.15,2817.68,2026-02-11,RECONCILED
982,2026-01-27,StyleKart,Cashfree,Card,1970.86,SUCCESS,,24.86,1946.0,2026-01-28,RECONCILED
983,2026-01-22,QuickMart,Cashfree,Card,10852.94,SUCCESS,,103.61,10749.33,2026-01-24,RECONCILED
984,2026-02-04,MediPlus,PayU,Wallet,12950.14,SUCCESS,,138.12,12812.02,2026-02-05,RECONCILED
985,2026-03-20,StyleKart,Stripe,UPI,11050.43,SUCCESS,,181.55,10868.88,2026-03-21,RECONCILED
986,2026-03-18,TravelNow,Cashfree,NetBanking,8104.25,SUCCESS,,86.77,8017.48,2026-03-19,RECONCILED
987,2026-03-13,MediPlus,Cashfree,Wallet,9129.78,SUCCESS,,72.45,9057.33,2026-03-13,UNRECONCILED
988,2026-02-17,MediPlus,Stripe,NetBanking,7422.66,FAILED,Invalid credentials,79.87,0,,NOT_APPLICABLE
989,2026-01-10,TravelNow,Razorpay,Wallet,6190.94,SUCCESS,,117.52,6073.42,2026-01-10,RECONCILED
990,2026-02-02,TravelNow,PayU,Wallet,11591.93,SUCCESS,,168.37,11423.56,2026-02-03,RECONCILED
991,2026-02-24,QuickMart,Razorpay,NetBanking,11061.4,SUCCESS,,160.0,10901.4,2026-02-26,UNRECONCILED
992,2026-02-03,QuickMart,Cashfree,NetBanking,9120.99,FAILED,Limit exceeded,79.45,0,,NOT_APPLICABLE
993,2026-01-02,QuickMart,Stripe,Wallet,1839.29,SUCCESS,,28.68,1810.61,2026-01-02,RECONCILED
994,2026-02-24,FoodHub,PayU,Wallet,2570.77,SUCCESS,,35.45,2535.32,2026-02-26,RECONCILED
995,2026-01-14,TravelNow,PayU,Card,9579.09,SUCCESS,,86.55,9492.54,2026-01-14,RECONCILED
996,2026-03-31,MediPlus,Stripe,UPI,4690.7,PENDING,Technical error,30.27,0,,NOT_APPLICABLE
997,2026-02-23,TravelNow,Cashfree,Card,9852.37,SUCCESS,,104.63,9747.74,2026-02-25,RECONCILED
998,2026-01-24,QuickMart,Cashfree,Card,7588.94,SUCCESS,,60.82,7528.12,2026-01-26,RECONCILED
999,2026-02-03,FoodHub,Stripe,UPI,14745.91,FAILED,Bank timeout,265.8,0,,NOT_APPLICABLE
1000,2026-02-07,FoodHub,Razorpay,NetBanking,1377.04,SUCCESS,,7.5,1369.54,2026-02-07,RECONCILED
